	Unnamed: 0	trans_date_trans_time	cc_num	merchant	category	amt	first	last	gender	street	city	state	zip	lat	long	city_pop	job	dob	trans_num	unix_time	merch_lat	merch_long	is_fraud
10	10	01-01-2019 00:06	4.64289E+12	fraud_Rutherford-Mertz	grocery_pos	24.74	Eddie	Mendez	M	1831 Faith View Suite 653	Clarinda	IA	51632	40.7491	-95.038	7297	IT trainer	13-07-1990	d71c95ab6b7356dd74389d41df429c87	1325376383	40.275891	-96.011548	0
11	11	01-01-2019 00:06	3.77234E+14	fraud_Kerluke-Abshire	shopping_net	7.77	Theresa	Blackwell	F	43576 Kristina Islands	Shenandoah Junction	WV	25442	39.3716	-77.8229	1925	Systems developer	14-02-1966	3c74776e558f1499a7824b556e474b1d	1325376413	40.103866	-78.624459	0
12	12	01-01-2019 00:06	1.80043E+14	fraud_Lockman Ltd	grocery_pos	71.22	Charles	Robles	M	3337 Lisa Divide	Saint Petersburg	FL	33710	27.7898	-82.7243	341043	Engineer, land	28-02-1989	c1d9a7ddb1e34639fe82758de97f4abf	1325376416	27.630593	-82.308891	0
13	13	01-01-2019 00:07	5.55986E+15	fraud_Kiehn Inc	grocery_pos	96.29	Jack	Hill	M	5916 Susan Bridge Apt. 939	Grenada	CA	96038	41.6125	-122.5258	589	Systems analyst	21-12-1945	413636e759663f264aae1819a4d4f231	1325376447	41.65752	-122.230347	0
14	14	01-01-2019 00:09	3.51487E+15	fraud_Beier-Hyatt	shopping_pos	7.77	Christopher	Castaneda	M	1632 Cohen Drive Suite 639	High Rolls Mountain Park	NM	88325	32.9396	-105.8189	899	Naval architect	30-08-1967	8a6293af5ed278dea14448ded2685fea	1325376543	32.863258	-106.520205	0
15	15	01-01-2019 00:09	6.012E+15	fraud_Schmidt and Sons	shopping_net	3.26	Ronald	Carson	M	870 Rocha Drive	Harrington Park	NJ	7640	40.9918	-73.98	4664	Radiographer, diagnostic	30-06-1965	baae0b096835c975857eea7e28dde3dc	1325376560	41.831174	-74.335559	0
16	16	01-01-2019 00:10	6.01186E+15	fraud_Lebsack and Sons	misc_net	327	Lisa	Mendez	F	44259 Beth Station Suite 215	Lahoma	OK	73754	36.385	-98.0727	1078	Programme researcher, broadcasting/film/video	06-07-1952	991c04803b4d4eeab30d6245a872e3d3	1325376649	36.384092	-99.048472	0
17	17	01-01-2019 00:10	3.56542E+15	fraud_Mayert Group	shopping_pos	341.67	Nathan	Thomas	M	4923 Campbell Pines Suite 717	Carlisle	IN	47838	38.9763	-87.3667	4081	Energy engineer	15-03-1938	f12cf52be2175703db789a4644c32f25	1325376658	38.674491	-88.305767	0
18	18	01-01-2019 00:11	2.34825E+15	fraud_Konopelski, Schneider and Hartmann	food_dining	63.07	Justin	Gay	M	268 Hayes Rue Suite 811	Harborcreek	PA	16421	42.1767	-79.9416	2518	Event organiser	02-02-1946	8500f3d459047eac8443307b1e8296e5	1325376674	41.430274	-79.492553	0
19	19	01-01-2019 00:12	4.95683E+18	fraud_Schultz, Simonis and Little	grocery_pos	44.71	Kenneth	Robinson	M	269 Sanchez Rapids	Elizabeth	NJ	7208	40.6747	-74.2239	124967	Operational researcher	21-12-1980	09eff9c806365e2a6be12c1bbab3d70e	1325376754	40.079588	-74.848087	0
20	20	01-01-2019 00:13	4.46978E+18	fraud_Bauch-Raynor	grocery_pos	57.34	Gregory	Graham	M	4005 Dana Glens	Methuen	MA	1844	42.728	-71.181	47249	Market researcher	22-11-1980	139a1bee15be607d79fe173bfcb2502a	1325376788	42.26876	-71.217297	0
21	21	01-01-2019 00:14	2.30534E+15	fraud_Harris Inc	gas_transport	50.79	Jeffrey	Rice	M	21447 Powell Circle	Moulton	IA	52572	40.6866	-92.6833	1132	Probation officer	14-02-1961	b9c4615bec3561c8e83b0c1d6c7028e2	1325376877	40.18893	-91.955115	0
22	22	01-01-2019 00:17	1.80048E+14	fraud_Kling-Grant	grocery_net	46.28	Mary	Wall	F	2481 Mills Lock	Plainfield	NJ	7060	40.6152	-74.415	71485	Leisure centre manager	19-07-1974	19e23c6a300c774354417befe4f31f8c	1325377036	40.021888	-74.228188	0
23	23	01-01-2019 00:17	6.30442E+11	fraud_Pacocha-Bauch	shopping_pos	9.55	Susan	Washington	F	759 Erin Mount Suite 956	May	TX	76857	31.9571	-98.9656	1791	Corporate investment banker	26-07-1965	c4b4daebab8be54cadde4b941244ca53	1325377060	31.62635	-98.610225	0
24	24	01-01-2019 00:18	4.42878E+18	fraud_Lesch Ltd	shopping_pos	22.95	Richard	Waters	M	7683 Natasha Way Apt. 945	Waukesha	WI	53186	42.9993	-88.2196	95015	Therapist, occupational	02-01-1946	d2432bfeabf142dc1bae1d426e32aecc	1325377086	43.375041	-89.055065	0
25	25	01-01-2019 00:18	3.43464E+14	fraud_Kunde-Sanford	misc_net	2.55	Jodi	Foster	F	551 Zachary Freeway	Bailey	NC	27807	35.8072	-78.0892	6629	Call centre manager	13-08-1962	abe0676c18f34fa305b113fa762e29b5	1325377087	36.74987	-78.67787	0
26	26	01-01-2019 00:20	3.7493E+14	fraud_Deckow-O'Conner	grocery_pos	64.09	Daniel	Escobar	M	61390 Hayes Port	Romulus	MI	48174	42.2203	-83.3583	31515	Police officer	05-11-1971	6f363661ba6b55889e488dd178f2a0af	1325377215	42.360426	-83.552316	0
27	27	01-01-2019 00:21	4.33423E+15	fraud_Bruen-Yost	misc_pos	6.85	Scott	Martin	M	7483 Navarro Flats	Freedom	WY	83120	43.0172	-111.0292	471	Education officer, museum	02-08-1967	f3c43d336e92a44fc2fb67058d5949e3	1325377292	43.753735	-111.454923	0
28	28	01-01-2019 00:22	4.22599E+18	fraud_Kunze Inc	grocery_pos	90.22	Brian	Simpson	M	2711 Duran Pines	Honokaa	HI	96727	20.0827	-155.488	4878	Physiotherapist	03-12-1966	95826e3caa9e0b905294c6dae985aec1	1325377326	19.560013	-156.045889	0
29	29	01-01-2019 00:22	4.26006E+15	fraud_Nitzsche, Kessler and Wolff	shopping_pos	4.02	Aaron	Rogers	M	969 Huerta Path Apt. 270	Valentine	NE	69201	42.8062	-100.6215	4005	Network engineer	15-03-1945	20490f3f0966ce74b4aaba8dc2c4ed52	1325377338	42.47559	-101.265846	0
30	30	01-01-2019 00:22	1.80095E+14	fraud_Kihn, Abernathy and Douglas	shopping_net	3.66	Tammie	Harper	F	57887 Gutierrez Harbor	Westfir	OR	97492	43.7575	-122.481	597	Forensic psychologist	19-05-1961	870c92b288a974a2faf1f24b05c27e33	1325377356	44.278191	-121.815161	0
31	31	01-01-2019 00:22	4.59974E+18	fraud_Heller, Gutmann and Zieme	grocery_pos	82.8	Mary	Myers	F	39787 Pamela Fall Suite 639	Tiptonville	TN	38079	36.3846	-89.4649	5577	Geochemist	30-12-1964	cb598ec00d349dc95e7b3c18de5ae800	1325377359	36.294205	-89.811282	0
32	32	01-01-2019 00:22	6.30413E+11	fraud_Torphy-Goyette	shopping_pos	66.21	Heather	Stanton	F	445 Jerry Lights Apt. 081	Republic	MI	49879	46.368	-87.9938	1038	Armed forces training and education officer	22-04-1964	20f048d3907dbb9978e23bee7b7578ce	1325377364	46.412038	-88.516663	0
33	33	01-01-2019 00:23	2.71221E+15	fraud_Balistreri-Nader	misc_pos	25.58	Jenna	Brooks	F	50872 Alex Plain Suite 088	Baton Rouge	LA	70808	30.4066	-91.1468	378909	Designer, furniture	22-02-1977	1654da2abfb9e79a5f99167fc9779558	1325377421	29.737426	-90.853194	0
34	34	01-01-2019 00:23	3.74125E+14	fraud_Bahringer, Schoen and Corkery	shopping_pos	9.03	Christopher	Gilbert	M	20937 Reed Lakes Apt. 271	Washington	DC	20012	38.9757	-77.0282	601723	Optician, dispensing	20-07-1970	c733711c521c41c578f4a964d8350df0	1325377438	38.880898	-76.441116	0
35	35	01-01-2019 00:25	3.49613E+14	fraud_Hudson-Ratke	grocery_pos	99	Xavier	Beltran	M	61107 Edwards Dam Apt. 463	Big Creek	KY	40914	37.1046	-83.5706	467	Psychologist, forensic	04-06-1984	7e2f9596cb3a3595ece15611ee338e5c	1325377546	36.823545	-83.90104	0
36	36	01-01-2019 00:26	3.59822E+15	fraud_Heidenreich PLC	grocery_pos	207.36	Ashley	Lopez	F	9333 Valentine Point	Bellmore	NY	11710	40.6729	-73.5365	34496	Librarian, public	21-10-1970	f246ac27c09429ff1e385d4683c79c4d	1325377582	40.202538	-73.859212	0
37	37	01-01-2019 00:27	2.13142E+14	fraud_Halvorson Group	misc_pos	181.35	Margaret	Curtis	F	742 Oneill Shore	Florence	MS	39073	32.153	-90.1217	19685	Fine artist	24-12-1984	7bb25a43205191eb7344282b88fc54d3	1325377665	31.939812	-90.726209	0
38	38	01-01-2019 00:27	3.05612E+13	fraud_Harber Inc	gas_transport	82.22	Gina	Morrison	F	41851 Victor Drives Suite 219	Allentown	PA	18103	40.5891	-75.4645	166081	Scientist, research (maths)	01-10-1998	61bcb858dd5c8e2d0d46d02b4fa0bf8e	1325377676	40.586238	-75.802249	0
39	39	01-01-2019 00:29	4.78991E+15	fraud_Mosciski, Gislason and Mertz	grocery_pos	221.81	Dorothy	Zuniga	F	77321 Ford Via	Moriches	NY	11955	40.8095	-72.8229	3285	Research officer, trade union	27-04-1988	a8394c3e555166ce2f90eee628bd9ade	1325377751	40.011959	-72.594808	0
40	40	01-01-2019 00:30	6.76373E+11	fraud_Christiansen, Goyette and Schamberger	gas_transport	53.6	Vicki	Mendoza	F	3645 Atkins Island Apt. 238	Esbon	KS	66941	39.7562	-98.4462	242	Tourism officer	18-07-1987	f1566e9623814dd277dfa2a9bf83ea36	1325377849	40.332519	-99.062962	0
41	41	01-01-2019 00:31	3.00115E+13	fraud_Howe Ltd	misc_pos	54.02	Lisa	Garcia	F	213 Gill Expressway	Chatham	NY	12037	42.3496	-73.5873	4015	Human resources officer	14-10-1971	8d11abad6bc3501f9994f061e3a5b730	1325377861	42.041783	-73.076424	0
42	42	01-01-2019 00:31	4.64226E+15	fraud_Ledner-Pfannerstill	gas_transport	102.13	Sabrina	Johnson	F	320 Nicholson Orchard	Thompson	UT	84540	38.9999	-109.615	46	Surveyor, minerals	23-04-1987	47238da5b40d126c8abea40a857c7809	1325377911	39.807313	-109.348294	0
43	43	01-01-2019 00:32	3.00747E+13	fraud_Lockman Ltd	grocery_pos	212.75	Kelsey	Richards	F	889 Sarah Station Suite 624	Holcomb	KS	67851	37.9931	-100.9893	2691	Arboriculturist	16-08-1993	d9dcde500bed2cad48ee41e44c362596	1325377935	38.862183	-101.234087	0
44	44	01-01-2019 00:32	1.80068E+14	fraud_Koepp-Witting	grocery_pos	130.4	Mary	Juarez	F	35440 Ryan Islands	North Prairie	WI	53153	42.9385	-88.395	2328	Applications developer	06-01-1942	14a6e29ac65424550ea7e7c9f551dbb8	1325377935	42.236269	-88.397336	0
45	45	01-01-2019 00:32	2.13127E+14	fraud_Doyle Ltd	grocery_pos	91.16	Christopher	Luna	M	242 Brian Mountain	Laredo	TX	78040	27.5155	-99.4986	248858	Video editor	28-01-1971	685bcca9eb5ce554134d7242d564ecc9	1325377967	27.588953	-99.816911	0
46	46	01-01-2019 00:33	2.26674E+15	fraud_Schaefer, Maggio and Daugherty	gas_transport	55.78	Carlos	Chung	M	8957 Russell Key	Grant	AL	35747	34.4959	-86.259	5901	Curator	25-07-1972	392529cae1f1f1647093732a8f319c50	1325378031	35.255978	-86.041872	0
47	47	01-01-2019 00:34	3.55363E+15	fraud_Stracke-Lemke	grocery_pos	83.07	Sharon	Johnson	F	7202 Jeffrey Mills	Conway	WA	98238	48.34	-122.3456	85	Research officer, political party	01-09-1984	9b7a0619dcc5c572dc134f2827ed5a6b	1325378050	48.682111	-122.719904	0
48	48	01-01-2019 00:36	3.51106E+15	fraud_Mosciski, Ziemann and Farrell	shopping_net	4.38	Briana	Santos	F	702 Tabitha Drive	New Goshen	IN	47863	39.5803	-87.4616	205	Engineer, mining	06-01-1960	f1e1ad954f49955c37b45eb71b2d1642	1325378172	39.681736	-88.323862	0
49	49	01-01-2019 00:36	4.11027E+18	fraud_Cartwright-Harris	grocery_pos	130.89	Sandra	Schwartz	F	3789 Mark Walks	Sunflower	MS	38778	33.5567	-90.5451	1686	Education officer, community	06-11-1986	e02fd7d82af517718f83a3f05077d435	1325378218	33.595647	-90.234118	0
50	50	01-01-2019 00:37	4.26578E+15	fraud_Pacocha-O'Reilly	grocery_pos	103	Christine	Best	F	68248 Deanna Land	Enola	AR	72047	35.2087	-92.2123	969	Physicist, medical	05-01-1954	289789e617eece42a9cafe36680b1b69	1325378238	35.034285	-92.34301	0
51	51	01-01-2019 00:39	3.58379E+15	fraud_Pfeffer LLC	grocery_net	50.82	Beth	Lambert	F	6447 Johnson Estates Apt. 986	Roosevelt	OK	73564	34.847	-98.9836	551	Amenity horticulturist	27-09-1970	64a6d4be2510d764cbd869cd2a57a4fd	1325378362	34.852665	-98.90267	0
52	52	01-01-2019 00:39	2.13194E+14	fraud_Huels-Hahn	gas_transport	60.77	James	Hunt	M	7369 Gabriel Tunnel	Pointe Aux Pins	MI	49775	45.7549	-84.447	95	Electrical engineer	09-02-1994	211c26efcb0ed5e87d4700daee23e070	1325378377	45.323099	-85.116543	0
53	53	01-01-2019 00:39	60495593109	fraud_Volkman PLC	food_dining	122.86	Randall	Dillon	M	4440 George Mills Suite 591	Dallas	TX	75210	32.7699	-96.743	1263321	Television camera operator	24-11-1942	7d68e49b63d845b808108fcd41c15877	1325378383	32.282224	-97.46183	0
54	54	01-01-2019 00:40	4.72584E+18	fraud_Kiehn-Emmerich	grocery_pos	212.45	Elizabeth	Mckee	F	358 Pruitt Square	Jay	FL	32565	30.8985	-87.1332	5719	Higher education careers adviser	05-11-1994	88fde595524ba43924f36bd397b86413	1325378444	31.414174	-87.138632	0
55	55	01-01-2019 00:40	3.04043E+13	fraud_Kemmer-Buckridge	misc_pos	7.33	Savannah	Lewis	F	537 Walker Freeway	North Tonawanda	NY	14120	43.0498	-78.851	45100	Ambulance person	25-10-1993	01620e8ae84989a6f95581855e49da99	1325378448	43.1763	-77.901777	0
56	56	01-01-2019 00:40	2.13179E+14	fraud_Cummerata-Jones	gas_transport	70.53	Shawn	King	M	31493 Garcia Summit	Athena	OR	97813	45.8289	-118.4971	1302	Dealer	18-10-1976	7b91bd200c11c5cd24b43694e12b5bbc	1325378450	46.043252	-117.962133	0
57	57	01-01-2019 00:40	2.35628E+15	fraud_Goldner, Kovacek and Abbott	grocery_pos	58.26	Benjamin	Harris	M	0881 Lori Pines	Chester	MD	21619	38.9583	-76.2842	5848	Paediatric nurse	15-02-1981	d94f89d7360cd6bade6cf1b73d003e8f	1325378458	39.240962	-76.712732	0
58	58	01-01-2019 00:41	3.56874E+15	fraud_Spinka-Welch	grocery_net	50.45	Thomas	Cross	M	7566 Thompson Creek Apt. 827	Elkhart	IA	50073	41.8114	-93.4855	1195	Trading standards officer	13-03-1974	16e0d3920a0e896a70fa54e7162165c0	1325378503	41.776673	-93.350689	0
59	59	01-01-2019 00:41	4.64226E+15	fraud_Huel-Langworth	misc_net	177.57	Sabrina	Johnson	F	320 Nicholson Orchard	Thompson	UT	84540	38.9999	-109.615	46	Surveyor, minerals	23-04-1987	048dc7fc7ae8efd51f59f7176e6a8bd7	1325378505	38.419431	-109.380252	0
60	60	01-01-2019 00:42	4.50914E+15	fraud_Macejkovic-Lesch	shopping_pos	8.57	Margaret	Williams	F	165 Jerry Meadows Suite 460	Surrency	GA	31563	31.6489	-82.1982	1324	Engineer, technical sales	12-07-1926	70ed1a189a6bce479e564b120f2379d9	1325378546	32.023302	-82.58345	0
61	61	01-01-2019 00:43	3.54756E+15	fraud_Corwin-Collins	gas_transport	56.66	Jerry	Robinson	M	212 Mary Stream	Arcadia	MI	49613	44.5232	-86.2061	680	Designer, jewellery	21-12-1966	144d8b04f90eb30e8df105a091212d99	1325378618	44.00529	-86.25199	0
62	62	01-01-2019 00:44	4.43309E+15	fraud_Morar Inc	grocery_net	75.34	Linda	Davis	F	493 Todd Views	Gaithersburg	MD	20882	39.2335	-77.1458	135332	Clinical biochemist	28-03-1936	d6b7e57ba04fbb046f93a87301e493cb	1325378660	38.817293	-77.833468	0
63	63	01-01-2019 00:44	2.72043E+15	fraud_Eichmann, Bogan and Rodriguez	gas_transport	62.54	Mark	Wood	M	854 Walker Dale Suite 488	Bowdoin	ME	4287	44.0575	-69.9656	3224	Engineer, electronics	22-08-1997	2eb55ba0572d67a64baaa8c463878d8c	1325378683	43.585423	-70.449359	0
64	64	01-01-2019 00:45	4.71656E+15	fraud_Huel, Hammes and Witting	grocery_pos	92.84	Lauren	Anderson	F	11014 Chad Lake Apt. 573	Heart Butte	MT	59448	48.2777	-112.8456	743	Water engineer	04-05-1972	985ebf94aa7a3beeb927d07f77f0354c	1325378713	49.080153	-113.53238	0
65	65	01-01-2019 00:46	3.53692E+15	fraud_Ferry, Lynch and Kautzer	misc_net	2.76	Michelle	Juarez	F	44864 Melton Vista Suite 310	San Jose	CA	95148	37.3304	-121.7913	973849	Science writer	12-06-1955	70ca7fe41f09770d724a027152dcb9f0	1325378778	37.548452	-121.536454	0
66	66	01-01-2019 00:47	3.52567E+15	fraud_Heathcote LLC	shopping_net	101.35	Christopher	Choi	M	04611 Sandra Spring Suite 059	Rumely	MI	49826	46.3481	-87.0436	137	Film/video editor	13-08-1990	dab9571cce549056d3c6fedc525ccf23	1325378875	46.796891	-86.331091	0
67	67	01-01-2019 00:48	4.70787E+15	fraud_Huel-Langworth	misc_net	303.47	Susan	Shah	F	9016 Jordan Bypass Apt. 516	Cranks	KY	40820	36.7558	-83.1838	581	Psychologist, counselling	04-02-1967	cdb332a151bdd568d98837b9e19043b8	1325378889	36.394203	-82.514283	0
68	68	01-01-2019 00:49	4.66631E+18	fraud_Little, Gutmann and Lynch	shopping_net	83.52	Guy	Thompson	M	5812 Ramos Oval Suite 598	Ravenna	NE	68869	41.0233	-98.9041	2202	Solicitor, Scotland	21-06-1974	5f7aafc802c8acb5924041bca310040f	1325378965	40.992141	-98.831582	0
69	69	01-01-2019 00:49	2.24874E+15	fraud_Torphy-Goyette	shopping_pos	9.97	Jacob	Weber	M	29156 Mark Park Apt. 108	Utica	KS	67584	38.6411	-100.138	269	Product/process development scientist	11-11-1962	22be5ae91a9497c54279abdb4b25210d	1325378971	38.075226	-99.138453	0
70	70	01-01-2019 00:50	4.51283E+18	fraud_Jaskolski-Dibbert	grocery_net	16.16	Monica	Cohen	F	864 Reynolds Plains	Uledi	PA	15484	39.8936	-79.7856	328	Tree surgeon	25-07-1983	514a1b5251ca91aeab8994cf6253f04b	1325379053	39.222743	-78.839099	0
71	71	01-01-2019 00:52	3.50151E+15	fraud_Hackett-Lueilwitz	grocery_pos	59.56	Frank	Anderson	M	0611 Stafford Valley Suite 504	Naples	FL	34112	26.1184	-81.7361	276002	Programme researcher, broadcasting/film/video	02-01-1979	e922037de4ac8a6bec29be758e4ce195	1325379177	25.801181	-82.351291	0
72	72	01-01-2019 00:55	3.0273E+13	fraud_Cummings LLC	gas_transport	57.23	Andrew	Patterson	M	06959 Stephen Branch Suite 246	Thida	AR	72165	35.5762	-91.4539	111	Careers information officer	13-06-2000	044fca5318d0550ed661b507b216f83c	1325379305	36.144895	-92.188172	0
73	73	01-01-2019 00:56	3.55888E+15	fraud_Swaniawski, Lowe and Robel	shopping_pos	317.14	Christopher	Holt	M	05597 Michael Spurs	Parks	AZ	86018	35.2563	-111.95	759	Geologist, engineering	28-03-1957	3fe3286b0ea3f8c8857ec2e3da17b853	1325379372	35.268124	-112.682895	0
74	74	01-01-2019 00:56	3.04876E+13	fraud_Osinski, Ledner and Leuschke	grocery_pos	127.88	Stephanie	Crane	F	144 Martinez Curve	Central	IN	47110	38.097	-86.1723	350	Counsellor	05-01-1955	02384110799958e20345759c49a8910b	1325379404	38.860981	-86.773396	0
75	75	01-01-2019 00:56	5.71465E+11	fraud_Reichert, Huels and Hoppe	shopping_net	113.4	Louis	Fisher	M	45654 Hess Rest	Fort Washakie	WY	82514	43.0048	-108.8964	1645	Freight forwarder	26-02-1976	9d660a18154a3ba5fe869f373c6f819c	1325379419	42.868965	-108.50335	0
76	76	01-01-2019 00:57	3.78006E+14	fraud_Ankunding LLC	shopping_net	94.53	Christopher	Matthews	M	433 John Heights Apt. 849	Etlan	VA	22719	38.5095	-78.2638	395	Senior tax professional/tax inspector	07-01-1982	d513918bedeff433054b9384483bd79c	1325379437	37.84676	-79.262334	0
77	77	01-01-2019 00:57	3.41283E+14	fraud_Pfeffer and Sons	shopping_pos	1.82	Mario	Johns	M	62130 Miller Square Suite 785	Brinson	GA	39825	30.9788	-84.7373	1461	Engineer, broadcasting (operations)	08-09-1935	35dd52e536ac27feca9d33ad8426f579	1325379450	31.973466	-84.244731	0
78	78	01-01-2019 00:58	4.48113E+12	fraud_Greenholt, Jacobi and Gleason	gas_transport	75.77	Frank	Foster	M	37910 Ward Lights	Shrewsbury	MA	1545	42.2848	-71.7205	35299	English as a second language teacher	30-04-1975	1240cd77c20744f96aa5e6a5cf9b1fcf	1325379482	42.889256	-71.888107	0
79	79	01-01-2019 00:58	4.68726E+12	fraud_Kunze Inc	grocery_pos	108.59	Sarah	Cross	F	273 Phillip Throughway	Bigelow	MN	56117	43.5336	-95.6515	399	Economist	28-04-1977	c7398ef8cebfefee82e590d473cf538b	1325379533	44.51103	-95.934394	0
80	80	01-01-2019 00:59	5.45678E+15	fraud_Harris Inc	gas_transport	48.68	Taylor	Khan	F	658 Diane Glen Apt. 677	North Washington	PA	16048	41.0472	-79.8089	139	Patent attorney	25-05-1954	673b35c970ef05a2acceb2af42f919d7	1325379565	40.237898	-79.894073	0
81	81	01-01-2019 01:00	4.98113E+12	fraud_Connelly, Reichert and Fritsch	gas_transport	72.35	Joseph	Spencer	M	7854 Stephanie Island Suite 788	Holloway	OH	43985	40.0113	-80.9701	128	Child psychotherapist	03-04-1946	cfe0948d7b26c9fef58e59a9bf41d3e5	1325379619	39.308098	-81.698525	0
82	82	01-01-2019 01:00	6.01189E+15	fraud_Howe Ltd	misc_pos	218.71	Erin	Chavez	F	3379 Williams Common	Littleton	CO	80120	39.5994	-105.0044	320420	Water engineer	31-07-1975	43204045928cb3449edc63078a75b48c	1325379648	39.335171	-104.102882	0
83	83	01-01-2019 01:01	6.53463E+15	fraud_Torp-Labadie	gas_transport	52.59	Christine	Harris	F	29606 Martinez Views Suite 653	Hinesburg	VT	5461	44.3346	-73.098	4542	Claims inspector/assessor	19-03-1998	2686067ebeee0aa355a750faf309384e	1325379708	45.084808	-73.626071	0
84	84	01-01-2019 01:02	3.76028E+14	fraud_Wolf Inc	grocery_pos	89.11	Aaron	Murray	M	624 Hale Springs Apt. 572	Meadville	MO	64659	39.7795	-93.3014	964	Tourist information centre manager	23-12-1974	1cb03ad950bab1ca74b02500644ec1ba	1325379736	40.773306	-92.821257	0
85	85	01-01-2019 01:02	5.71365E+11	fraud_VonRueden Group	grocery_net	89.35	Barbara	Taylor	F	0069 Robin Brooks Apt. 695	Elberta	MI	49628	44.5995	-86.2141	372	Exhibitions officer, museum/gallery	12-07-1995	bce01a6ae8b8c6227cd4f1de751c017c	1325379773	44.630758	-87.123894	0
86	86	01-01-2019 01:04	3.51876E+15	fraud_Vandervort-Funk	grocery_pos	50.68	Antonio	Koch	M	8738 Richard Brooks	Moab	UT	84532	38.5677	-109.5271	9772	Location manager	24-11-1989	61861370b5c31b9c00fd949124944d7a	1325379888	38.482541	-108.853856	0
87	87	01-01-2019 01:06	5.45678E+15	fraud_Bernhard Inc	gas_transport	64.47	Taylor	Khan	F	658 Diane Glen Apt. 677	North Washington	PA	16048	41.0472	-79.8089	139	Patent attorney	25-05-1954	93953aab1a46beb5d65c8ab368a3f860	1325379966	40.068764	-79.826882	0
88	88	01-01-2019 01:06	3.57758E+15	fraud_Morissette, Weber and Wiegand	grocery_net	63.58	Debbie	Hughes	F	0182 Owens Burgs Suite 480	Diamond	OH	44412	41.0935	-81.0425	2644	Engineer, biomedical	25-08-1983	0189da32192f942196b01f50bcebeac8	1325379982	41.8136	-81.23077	0
89	89	01-01-2019 01:08	2.13112E+14	fraud_Brekke and Sons	gas_transport	81.85	Ana	Howell	F	4664 Sanchez Common Suite 930	Bradley	SC	29819	34.0326	-82.2027	1523	Research scientist (physical sciences)	03-06-1984	4e2abdbd30c0353eeddf16650e1fc46b	1325380111	33.828473	-81.642924	0
